Category,Recipient Name,Project Purpose,Project Location,Amount Requested ($000),senator,category,recipient_name,project_purpose,project_location,amount_requested_000
"Interior, Environment","Town of Wakefield,","Virginia Funding will be used to improve drinking water infrastructure in the Town of Wakefield, Virginia.",Sussex County VA,1423.0,Tim Kaine,,,,,
"Interior, Environment","Sussex County,",Virginia To fund the acquisition of easements for the Route 460 Regional Waterline Design Project which will enhance the shovel-readiness of the Sussex Megasite.,Sussex County VA,2825.0,Tim Kaine,,,,,
"Interior, Environment","Town of Fries,","Virginia Funding will be used to upgrade drinking water and wastewater infrastructure in the Town of Fries, Virginia.",Town of Fries VA,1000.0,Tim Kaine,,,,,
"Interior, Environment",Town of Iron Gate,Replace sidewalks and various stormwater inlets within the Town of Iron Gate. Town of Iron Gate,VA,2000.0,Tim Kaine,,,,,
"Interior, Environment","Town of Wytheville,","Virginia Funding will be used to replace outdated equipment at the wastewater plant in the Town of Wytheville, Virginia. Town of Wytheville",VA,1886.0,Tim Kaine,,,,,
"Interior, Environment",BVU Authority,"Funding will be used to replace an aging waterline in Washington County, Virginia. Washington County",VA,2000.0,Tim Kaine,,,,,
"Interior, Environment",Wise County Public,"Service Authority Funding will be used to upgrade drinking water infrastructure in the Town of Pound, Virginia.",Wise County VA,2000.0,Tim Kaine,,,,,
"Interior, Environment",Joint Industrial,"Development Authority of Wythe County, Virginia To develop water infrastructure within the greater Wytheville, VA community.",Wythe County VA,750.0,Tim Kaine,,,,,
"Interior, Environment","York County, Virginia","Funding will be used to extend the municipal sewer system to unserved properties in York County, Virginia.",York County VA,1600.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Eastern Shore Community,College Support Eastern Shore Community College in enhancing CDL program.,Accomack County VA,500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",University of Virginia,The University of Virginia is launching a new program that will reduce the price of teacher training while also enhancing our teacher training program to address nationwide shortages.,Albemarle County VA,365.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Neighborhood Health,To support Neighborhood Health in construction of a pharmacy to improve access to medications for low-income patients.,Alexandria City VA,329.0,Tim Kaine,,,,,
"Labor, Health & Human Services",City of Alexandria,To support an existing program to serve more residents who receive work-based learning.,Alexandria City VA,2000.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Sweet Briar College,Funding will be used towards a geothermal energy project.,Amherst County VA,500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Neighborhood Health,"To support Neighborhood Health in expanding access to pediatric primary care, dental, vision, and behavioral health services for low-come children.",Arlington County VA,1664.0,Tim Kaine,,,,,
"Labor, Health & Human Services",March of Dimes,To support March of Dimes to establish a maternal health data analytics hub to address maternal health disparities in the Commonwealth.,Arlington County VA,960.0,Tim Kaine,,,,,
"Labor, Health & Human Services",VHC Health,To support VHC Health to purchase equipment for the provision of adolescent and adult behavioral health services.,Arlington County VA,4000.0,Tim Kaine,,,,,
"Labor, Health & Human Services",VHC Health,To support VHC Health in establishing a comprehensive training program for various healthcare roles.,Arlington County VA,1500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",University of the District of,Columbia Support the University of the District of Columbia in providing aviation maintenance programs.,Arlington County VA,1600.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Valley Community Services,Board To support the Valley Community Services Board in constructing a crisis receiving/crisis stabilization center.,Augusta County VA,2500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Augusta Regional Dental Clinic,To support Augusta Regional Dental Clinic in providing dental care for low-income residents,Augusta County VA,100.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Augusta Health Foundation,To support the Augusta Health Foundation in renovation of its continuity care clinic.,Augusta County VA,5500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Augusta Health Foundation,To support the Augusta Health Foundation's efforts to expand its emergency room to address behavioral health needs.,Augusta County VA,3500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Augusta Health Foundation,To support Augusta Health Foundation in purchasing a new electronic medical records system.,Augusta County VA,7422.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Bath Community Hospital,To support Bath Community Hospital's purchase of a new ambulance to serve rural Virginia.,Bath County VA,394.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Appalachian Agency for,Senior Citizens To support the Appalachian Agency for Senior Citizens to purchase equipment for its Program of All-Inclusive Care for the Elderly.,Bristol City VA,75.0,Tim Kaine,,,,,
"Labor, Health & Human Services",LHHS_Kaine_CDS_Disclosure_24.pdf,"Document created 06/05/2024, 04:16 PM Prevent Child Abuse Virginia, dba Families Forward Virginia To support Families Forward of Virginia’s CHIP of Virginia Comprehensive Health Investment Project Evidence-Based Initiative, a randomized controlled trial study.",Bristol City VA,4001.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Southside Virginia,Community College Funding will be used to purchase equipment for technical training programs. Brunswick County,VA,977.0,Tim Kaine,,,,,
"Labor, Health & Human Services",10-7 Farms,To support 10-7 Farms in expanding access to evidence-based models of care in rural communities,Caroline County VA,225.0,Tim Kaine,,,,,
"Labor, Health & Human Services","ReadyKids, Inc","To support ReadyKids, Inc in expanding access to youth mental health counseling. Charlottesville City",VA,200.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Rector and Visitors of the,University of Virginia To support UVA Children's expanded Neonatal Intensive Care Unit. Charlottesville City,VA,1035.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Chesapeake Hospital,Authority d/b/a Chesapeake Regional Healthcare To support Chesapeake Regional Healthcare in constructing an intensive outpatient behavioral health program.,Chesapeake City VA,1960.0,Tim Kaine,,,,,
"Labor, Health & Human Services",City of Chesapeake,Support Career Academies of Chesapeake in constructing a new facility.,Chesapeake City VA,4000.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Brightpoint Community,College To support Brightpoint Community College in addressing health care workforce shortages through expanded laboratory training capacity. Chesterfield County,VA,314.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Free Clinic of Central Virginia,Funding will be used to provide hands-on dental experience.,City of Lynchburg VA,32.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Virginia Museum of Natural,History Funding will be used provide STEM education. City of Martinsville,VA,664.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Old Dominion University,Funding will be used to provide educators with computer science training.,City of Norfolk VA,935.0,Tim Kaine,,,,,
"Labor, Health & Human Services",FullSTEAM,Funding will be used to provide STEAM education.,City of Norfolk VA,500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Lonesome Pine Community,Hospital (Norton Community Hospital) To support Lonesome Pine Community Hospital's purchase of medical equipment for Norton Community Hospital,City of Norton VA,683.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Shockoe Foundation DBA,Shockoe Institute Funding would be used to provide multimedia content production training.,City of Richmond VA,333.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Roanoke County Public,Schools Funding will be used to launch a career and technical center.,City of Roanoke VA,2500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Virginia Telemental Health,Initiative To support the Virginia Telemental Health Initiative in providing telemental health counseling at no cost to patients,City of Roanoke VA,299.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Dr. Terry Sinclair Health Clinic,To support the Dr. Terry Sinclair Health Clinic renovation of exam rooms and to build an expanded laboratory facility City of Winchester,VA,55.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Bailey's Crossroads Health,"Access Partnership, Inc. (D/B/A Culmore Clinic) To support Bailey's Crossroads Health Access Partnership in construction of a new medical clinic.",Fairfax County VA,500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",The Growth and Healing HUB,To support The Growth and Healing HUB in addressing the mental health and well-being of Fairfax County residents.,Fairfax County VA,430.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Specially Adapted Resource,"Clubs To support the Specially Adapted Resource Clubs (SPARC) to expand services for individuals with disabilities living in Herndon, Virginia.",Fairfax County VA,340.0,Tim Kaine,,,,,
