fiscal_year,secretariat,agency,program,service_area,appropriated_amount,total_spent_ytd,remaining_balance,execution_rate,number_of_unique_recipients,top_10_recipients,category_breakdown,match_type,match_score
2025,EDUCATION,Christopher Newport University,HE Auxiliary Enterprises,Intercollegiate Athletics,83343033.0,6829318.39,76513714.61,0.08194228292603653,272,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""VIRGINIA ELECTRIC AND POWER COMPANY"", ""City of Newport News"", ""Hampton Roads Sanitation District"", ""Christopher Newport University"", ""Johnson Controls US Holdings LLC"", ""Canon Solutions America Inc"", ""Banc of  America Public Capital Corp"", ""Southeastern Virginia Tennis Umpires Ass""]","{""CONTRACTUAL SERVICES"": 508, ""PERSONAL SERVICES"": 363, ""CONTINUOUS CHARGES"": 256, ""SUPPLIES AND MATERIALS"": 129, ""TRANSFER PAYMENTS"": 78, ""EQUIPMENT"": 26, ""PROPERTY IMPROVEMENTS"": 2, ""OBLIGATIONS"": 2}",fuzzy,0.9333333333333332
2025,EDUCATION,Christopher Newport University,HE Auxiliary Enterprises,Other Enterprise Functions,83343033.0,8255812.550000001,75087220.45,0.0990582206193528,67,"[""MISCELLANEOUS ADJUSTMENT"", ""nan"", ""Elavon Inc"", ""Johnson Controls US Holdings LLC"", ""Christopher Newport University"", ""Coca Cola Bottling Co Consolidated"", ""BAY DIESEL CORPORATION"", ""Hampton Roads Sanitation District"", ""Virginia Natural Gas"", ""City of Newport News""]","{""PERSONAL SERVICES"": 443, ""CONTRACTUAL SERVICES"": 441, ""SUPPLIES AND MATERIALS"": 120, ""CONTINUOUS CHARGES"": 66, ""EQUIPMENT"": 37, ""TRANSFER PAYMENTS"": 3, ""OBLIGATIONS"": 2}",fuzzy,0.9333333333333332
2025,EDUCATION,Christopher Newport University,HE Auxiliary Enterprises,Park/Transport Sys & Services,83343033.0,620177.43,82722855.57,0.0074412630267487396,19,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""MANSFIELD OIL Co of Gainesville Inc"", ""Elavon Inc"", ""Banc of  America Public Capital Corp"", ""VIRGINIA ELECTRIC AND POWER COMPANY"", ""Johnson Controls US Holdings LLC"", ""Department of General Services"", ""Transact Campus Inc."", ""Christopher Newport University""]","{""PERSONAL SERVICES"": 268, ""CONTRACTUAL SERVICES"": 119, ""SUPPLIES AND MATERIALS"": 60, ""CONTINUOUS CHARGES"": 47, ""EQUIPMENT"": 4, ""OBLIGATIONS"": 2, ""PROPERTY IMPROVEMENTS"": 1}",fuzzy,0.9333333333333332
2025,EDUCATION,Christopher Newport University,HE Auxiliary Enterprises,Recreational & Intramural Pgms,83343033.0,77484.9,83265548.1,0.0009297105854067009,16,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Dana Kiser"", ""City of Newport News"", ""Christopher Newport University"", ""Liberty University"", ""Virginia Commonwealth University"", ""BSN Sports LLC"", ""Sweet Briar College"", ""Peninsula Field Hockey Officials Assoc""]","{""PERSONAL SERVICES"": 151, ""CONTRACTUAL SERVICES"": 23, ""SUPPLIES AND MATERIALS"": 17, ""CONTINUOUS CHARGES"": 5}",fuzzy,0.9333333333333332
2025,EDUCATION,Christopher Newport University,HE Auxiliary Enterprises,Residential Services,83343033.0,20652003.56,62691029.44,0.24779520034986005,69,"[""VIRGINIA ELECTRIC AND POWER COMPANY"", ""nan"", ""City of Newport News"", ""Hampton Roads Sanitation District"", ""MISCELLANEOUS ADJUSTMENT"", ""Virginia Natural Gas"", ""Virginia Electric and Power Company"", ""CHRISTOPHER NEWPORT UNIVERSITY REAL ESTA"", ""Johnson Controls US Holdings LLC"", ""James Herbert""]","{""CONTINUOUS CHARGES"": 1626, ""PERSONAL SERVICES"": 439, ""CONTRACTUAL SERVICES"": 340, ""SUPPLIES AND MATERIALS"": 227, ""EQUIPMENT"": 59, ""TRANSFER PAYMENTS"": 6, ""OBLIGATIONS"": 3}",fuzzy,0.9333333333333332
2025,EDUCATION,Christopher Newport University,HE Auxiliary Enterprises,Student Unions & Recreatnl Fac,83343033.0,2848586.73,80494446.27,0.03417906245384662,44,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""VIRGINIA ELECTRIC AND POWER COMPANY"", ""City of Newport News"", ""Johnson Controls US Holdings LLC"", ""Virginia Natural Gas"", ""Hampton Roads Sanitation District"", ""BAY DIESEL CORPORATION"", ""Bay Disposal Inc"", ""Waste Management of Virginia Inc""]","{""PERSONAL SERVICES"": 304, ""CONTRACTUAL SERVICES"": 196, ""CONTINUOUS CHARGES"": 140, ""SUPPLIES AND MATERIALS"": 102, ""EQUIPMENT"": 13, ""OBLIGATIONS"": 1}",fuzzy,0.9333333333333332
2025,EDUCATION,Christopher Newport University,HE Student Financial Assistnce,Scholarships,12759410.0,7790954.41,4968455.59,0.6106045977047528,5,"[""MISCELLANEOUS ADJUSTMENT"", ""Christopher Newport University"", ""nan"", ""Virginia Peninsula Community College"", ""Enterprise Holdings Inc""]","{""TRANSFER PAYMENTS"": 43, ""CONTRACTUAL SERVICES"": 14, ""SUPPLIES AND MATERIALS"": 7, ""PERSONAL SERVICES"": 4, ""EQUIPMENT"": 2}",fuzzy,0.9577464788732394
2025,EDUCATION,Christopher Newport University,Higher Ed Academic Support,All Other,12495329.0,5260236.93,7235092.07,0.42097626481063444,304,"[""MISCELLANEOUS ADJUSTMENT"", ""nan"", ""Apple Inc"", ""Old Dominion University"", ""TIDEWATER PRINTERS"", ""Rock-it-Cargo USA Holdings LLC"", ""UNITED PARCEL SERVICE"", ""ePlus Technology Inc"", ""Banc of  America Public Capital Corp"", ""Christopher Newport University""]","{""CONTRACTUAL SERVICES"": 694, ""PERSONAL SERVICES"": 497, ""EQUIPMENT"": 155, ""SUPPLIES AND MATERIALS"": 130, ""TRANSFER PAYMENTS"": 105, ""CONTINUOUS CHARGES"": 82}",fuzzy,0.9387755102040817
2025,EDUCATION,Christopher Newport University,Higher Ed Academic Support,Libraries,12495329.0,1405971.66,11089357.34,0.11251977919108812,20,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""EBSCO Industries Inc"", ""James Madison University"", ""Cengage Learning"", ""Apple Inc"", ""Christopher Newport University"", ""ProQuest LLC"", ""American Chemical Society"", ""The University of Michigan""]","{""PERSONAL SERVICES"": 292, ""CONTRACTUAL SERVICES"": 89, ""EQUIPMENT"": 80, ""SUPPLIES AND MATERIALS"": 17, ""CONTINUOUS CHARGES"": 10}",fuzzy,0.9387755102040817
2025,EDUCATION,Christopher Newport University,Higher Ed Institutionl Support,Higher Ed Institutionl Support,12275046.0,5008438.61,7266607.39,0.4080179096681186,164,"[""MISCELLANEOUS ADJUSTMENT"", ""nan"", ""Apple Inc"", ""UNITED PARCEL SERVICE"", ""TIDEWATER PRINTERS"", ""Department of General Services"", ""Christopher Newport University"", ""Institutional Compliance Solutions LLC"", ""Dell Marketing LP"", ""Canon Solutions America Inc""]","{""PERSONAL SERVICES"": 716, ""CONTRACTUAL SERVICES"": 573, ""EQUIPMENT"": 212, ""SUPPLIES AND MATERIALS"": 193, ""CONTINUOUS CHARGES"": 75, ""TRANSFER PAYMENTS"": 41, ""PLANT AND IMPROVEMENTS"": 3}",fuzzy,0.9577464788732394
2025,EDUCATION,Christopher Newport University,Operation & Maintenance-Plant,Operation & Maintenance-Plant,17786059.0,8184076.17,9601982.83,0.46013994274954334,90,"[""MISCELLANEOUS ADJUSTMENT"", ""nan"", ""City of Newport News"", ""VIRGINIA ELECTRIC AND POWER COMPANY"", ""Hampton Roads Sanitation District"", ""Virginia Natural Gas"", ""CHRISTOPHER NEWPORT UNIVERSITY REAL ESTA"", ""J & H Lawn Service Inc"", ""Johnson Controls US Holdings LLC"", ""Virginia Electric and Power Company""]","{""CONTINUOUS CHARGES"": 898, ""PERSONAL SERVICES"": 523, ""SUPPLIES AND MATERIALS"": 403, ""CONTRACTUAL SERVICES"": 327, ""EQUIPMENT"": 97, ""PROPERTY IMPROVEMENTS"": 32, ""TRANSFER PAYMENTS"": 11}",fuzzy,1.0
2025,EDUCATION,Direct Aid to Public Education,Federal Education Asst Pgms,Fed Asst-Local Education Pgms,1479997315.0,1635962210.1,-155964895.0999999,1.1053818770610404,262,"[""City of Norfolk"", ""Henrico Education Foundation Inc"", ""COLONIAL BEACH TOWN"", ""Board of Supervisors of Page County"", ""Prince William County"", ""City of Richmond"", ""CHESTERFIELD COUNTY"", ""Prince George County Board of Sup"", ""Accomack County"", ""Buckingham County Board of Supervisors""]","{""TRANSFER PAYMENTS"": 18329, ""CONTRACTUAL SERVICES"": 67, ""CONTINUOUS CHARGES"": 4, ""EQUIPMENT"": 2}",fuzzy,0.9655172413793103
2025,EDUCATION,Direct Aid to Public Education,State Educatn Assistance Pgms,Distributn-Lottery Proceeds Fd,10581610874.0,806059501.15,9775551372.85,0.07617550019067162,143,"[""Williamsburg James City C"", ""County of Greensville"", ""City of Richmond"", ""City of Newport News"", ""City of Portsmouth"", ""Amherst County"", ""County of Northampton"", ""Director of Finance Cty of Fairfax VA"", ""City of Waynesboro"", ""City of Roanoke""]","{""TRANSFER PAYMENTS"": 14457}",fuzzy,0.8974358974358974
2025,EDUCATION,Direct Aid to Public Education,State Educatn Assistance Pgms,Extra 1/8% Sales Tax,10581610874.0,159868791.81,10421742082.19,0.01510817149804785,144,"[""Williamsburg James City C"", ""Alleghany Highlands Public Schools"", ""Spotsylvania County of"", ""HALIFAX COUNTY BOARD OF SUPERVISORS"", ""Floyd County Government"", ""City of Portsmouth"", ""City of Virginia Beach"", ""CITY OF STAUNTON"", ""Charlotte County Board of Supervisors"", ""City of Newport News""]","{""TRANSFER PAYMENTS"": 2647}",fuzzy,0.8974358974358974
2025,EDUCATION,Direct Aid to Public Education,State Educatn Assistance Pgms,Fin Asst-Categorical Programs,10581610874.0,39414831.79,10542196042.21,0.003724842300414382,133,"[""City of Richmond"", ""Spotsylvania County of"", ""City of Portsmouth"", ""City of Norfolk"", ""Prince George County Board of Sup"", ""Director of Finance Cty of Fairfax VA"", ""City of Newport News"", ""City of Roanoke"", ""Amherst County"", ""Franklin County Board of Supervisors""]","{""TRANSFER PAYMENTS"": 1039}",fuzzy,0.8974358974358974
2025,EDUCATION,Direct Aid to Public Education,State Educatn Assistance Pgms,Fin Incentive Pgm-Pub Educatn,10581610874.0,652571190.57,9929039683.43,0.06167030694479874,160,"[""City of Norfolk"", ""City of Roanoke"", ""CHESTERFIELD COUNTY"", ""Williamsburg James City C"", ""Prince William County"", ""City of Richmond"", ""County of Greensville"", ""Director of Finance Cty of Fairfax VA"", ""County of Stafford"", ""City of Franklin VA""]","{""TRANSFER PAYMENTS"": 8290, ""CONTRACTUAL SERVICES"": 9, ""CONTINUOUS CHARGES"": 1}",fuzzy,0.8974358974358974
2025,EDUCATION,Direct Aid to Public Education,State Educatn Assistance Pgms,Regular 1% Sales Tax,10581610874.0,1276174171.98,9305436702.02,0.12060301471826737,145,"[""Alleghany Highlands Public Schools"", ""Williamsburg James City C"", ""COUNTY OF MATHEWS"", ""Westmoreland County"", ""City of Virginia Beach"", ""Giles County Board of Supervisors"", ""FREDERICK COUNTY"", ""City of Emporia Virginia"", ""Spotsylvania County of"", ""County of Albemarle""]","{""TRANSFER PAYMENTS"": 2649}",fuzzy,0.8974358974358974
2025,EDUCATION,Direct Aid to Public Education,State Educatn Assistance Pgms,Standrds of Qualty-Pub Ed(SOQ),10581610874.0,5724454401.68,4857156472.32,0.5409813751274407,147,"[""Williamsburg James City C"", ""County of Greensville"", ""Sussex County"", ""County of Cumberland Virginia"", ""City of Richmond"", ""County of Appomattox"", ""County of Albemarle"", ""SMYTH COUNTY"", ""Board of Supervisors of Amelia County"", ""City of Fredericksburg""]","{""TRANSFER PAYMENTS"": 26881}",fuzzy,0.8974358974358974
2025,EDUCATION,George Mason University,HE Auxiliary Enterprises,Bookstores and Other Stores,278915856.0,6122.74,278909733.26,2.1951925171296104e-05,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTINUOUS CHARGES"": 20, ""CONTRACTUAL SERVICES"": 9, ""TRANSFER PAYMENTS"": 9, ""SUPPLIES AND MATERIALS"": 2}",fuzzy,0.9333333333333332
2025,EDUCATION,George Mason University,HE Auxiliary Enterprises,Food Services,278915856.0,21304696.25,257611159.75,0.07638395520260419,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 242, ""CONTINUOUS CHARGES"": 98, ""SUPPLIES AND MATERIALS"": 48, ""TRANSFER PAYMENTS"": 10, ""EQUIPMENT"": 1}",fuzzy,0.9333333333333332
2025,EDUCATION,George Mason University,HE Auxiliary Enterprises,Intercollegiate Athletics,278915856.0,13210000.63,265705855.37,0.04736195646761653,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 843, ""SUPPLIES AND MATERIALS"": 651, ""PERSONAL SERVICES"": 136, ""TRANSFER PAYMENTS"": 133, ""CONTINUOUS CHARGES"": 74, ""EQUIPMENT"": 50}",fuzzy,0.9333333333333332
2025,EDUCATION,George Mason University,HE Auxiliary Enterprises,Other Enterprise Functions,278915856.0,68112632.63,210803223.37,0.24420494986129435,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""PERSONAL SERVICES"": 4787, ""CONTRACTUAL SERVICES"": 1676, ""SUPPLIES AND MATERIALS"": 1005, ""CONTINUOUS CHARGES"": 200, ""EQUIPMENT"": 183, ""TRANSFER PAYMENTS"": 142, ""PLANT AND IMPROVEMENTS"": 17, ""OBLIGATIONS"": 11, ""PROPERTY IMPROVEMENTS"": 2}",fuzzy,0.9333333333333332
2025,EDUCATION,George Mason University,HE Auxiliary Enterprises,Park/Transport Sys & Services,278915856.0,8939125.93,269976730.07,0.03204954375200526,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 185, ""CONTINUOUS CHARGES"": 65, ""SUPPLIES AND MATERIALS"": 58, ""PERSONAL SERVICES"": 54, ""TRANSFER PAYMENTS"": 12, ""EQUIPMENT"": 6}",fuzzy,0.9333333333333332
2025,EDUCATION,George Mason University,HE Auxiliary Enterprises,Recreational & Intramural Pgms,278915856.0,4475144.51,274440711.49,0.0160447834489553,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 638, ""SUPPLIES AND MATERIALS"": 435, ""PERSONAL SERVICES"": 111, ""CONTINUOUS CHARGES"": 96, ""EQUIPMENT"": 21, ""TRANSFER PAYMENTS"": 12, ""PLANT AND IMPROVEMENTS"": 3}",fuzzy,0.9333333333333332
2025,EDUCATION,George Mason University,HE Auxiliary Enterprises,Residential Services,278915856.0,20831580.63,258084275.37,0.07468768871282815,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 566, ""SUPPLIES AND MATERIALS"": 462, ""CONTINUOUS CHARGES"": 135, ""PERSONAL SERVICES"": 92, ""EQUIPMENT"": 90, ""TRANSFER PAYMENTS"": 9}",fuzzy,0.9333333333333332
2025,EDUCATION,George Mason University,HE Auxiliary Enterprises,Student Health Services,278915856.0,11154026.04,267761829.96,0.03999064879265953,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 224, ""PERSONAL SERVICES"": 186, ""SUPPLIES AND MATERIALS"": 171, ""CONTINUOUS CHARGES"": 18, ""TRANSFER PAYMENTS"": 10, ""EQUIPMENT"": 10}",fuzzy,0.9333333333333332
2025,EDUCATION,George Mason University,HE Auxiliary Enterprises,Student Unions & Recreatnl Fac,278915856.0,3818724.86,275097131.14,0.01369131506098384,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 217, ""SUPPLIES AND MATERIALS"": 137, ""PERSONAL SERVICES"": 81, ""CONTINUOUS CHARGES"": 60, ""EQUIPMENT"": 20, ""TRANSFER PAYMENTS"": 6}",fuzzy,0.9333333333333332
2025,EDUCATION,George Mason University,HE Auxiliary Enterprises,Telecommunicatns Systems &Svcs,278915856.0,365555.95999999996,278550300.04,0.001310631691014368,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 117, ""PERSONAL SERVICES"": 54, ""EQUIPMENT"": 14, ""SUPPLIES AND MATERIALS"": 12, ""CONTINUOUS CHARGES"": 6, ""TRANSFER PAYMENTS"": 2}",fuzzy,0.9333333333333332
2025,EDUCATION,George Mason University,HE Student Financial Assistnce,HE Student Financial Assistnce,124861744.0,84674831.28,40186912.72,0.6781487152702272,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""TRANSFER PAYMENTS"": 84, ""CONTRACTUAL SERVICES"": 2}",fuzzy,0.9577464788732394
2025,EDUCATION,George Mason University,Higher Ed Academic Support,All Other,99114872.0,47659621.82,51455250.18,0.4808523772295241,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 1573, ""PERSONAL SERVICES"": 1319, ""SUPPLIES AND MATERIALS"": 559, ""EQUIPMENT"": 246, ""TRANSFER PAYMENTS"": 186, ""CONTINUOUS CHARGES"": 66, ""PLANT AND IMPROVEMENTS"": 7}",fuzzy,0.9387755102040817
2025,EDUCATION,George Mason University,Higher Ed Academic Support,Libraries,99114872.0,-6033092.669999999,105147964.67,-0.06086970147123833,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 362, ""PERSONAL SERVICES"": 136, ""EQUIPMENT"": 129, ""SUPPLIES AND MATERIALS"": 108, ""CONTINUOUS CHARGES"": 26, ""TRANSFER PAYMENTS"": 9}",fuzzy,0.9387755102040817
2025,EDUCATION,George Mason University,Higher Ed Institutionl Support,Higher Ed Institutionl Support,86808792.0,5831905.300000004,80976886.7,0.06718104428869374,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 1522, ""PERSONAL SERVICES"": 604, ""SUPPLIES AND MATERIALS"": 364, ""EQUIPMENT"": 141, ""TRANSFER PAYMENTS"": 126, ""CONTINUOUS CHARGES"": 88, ""PLANT AND IMPROVEMENTS"": 3}",fuzzy,0.9577464788732394
2025,EDUCATION,George Mason University,Operation & Maintenance-Plant,Operation & Maintenance-Plant,66661978.0,28399180.04,38262797.96,0.42601766242219813,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 957, ""SUPPLIES AND MATERIALS"": 643, ""CONTINUOUS CHARGES"": 239, ""PERSONAL SERVICES"": 196, ""EQUIPMENT"": 71, ""TRANSFER PAYMENTS"": 12, ""PLANT AND IMPROVEMENTS"": 1, ""PROPERTY IMPROVEMENTS"": 1}",fuzzy,1.0
2025,EDUCATION,James Madison University,HE Auxiliary Enterprises,Bookstores and Other Stores,275698469.0,1055364.1199999999,274643104.88,0.0038279651092295326,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 135, ""PERSONAL SERVICES"": 93, ""SUPPLIES AND MATERIALS"": 87, ""CONTINUOUS CHARGES"": 51, ""EQUIPMENT"": 14, ""PROPERTY IMPROVEMENTS"": 2}",fuzzy,0.9333333333333332
2025,EDUCATION,James Madison University,HE Auxiliary Enterprises,Food Services,275698469.0,85139894.13,190558574.87,0.30881525907204077,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 211, ""SUPPLIES AND MATERIALS"": 139, ""PERSONAL SERVICES"": 113, ""CONTINUOUS CHARGES"": 65, ""EQUIPMENT"": 25, ""PROPERTY IMPROVEMENTS"": 11, ""TRANSFER PAYMENTS"": 7, ""OBLIGATIONS"": 5, ""PLANT AND IMPROVEMENTS"": 1}",fuzzy,0.9333333333333332
2025,EDUCATION,James Madison University,HE Auxiliary Enterprises,Intercollegiate Athletics,275698469.0,46587584.47,229110884.53,0.16898020739462286,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 455, ""SUPPLIES AND MATERIALS"": 287, ""PERSONAL SERVICES"": 132, ""CONTINUOUS CHARGES"": 100, ""EQUIPMENT"": 69, ""TRANSFER PAYMENTS"": 48, ""PROPERTY IMPROVEMENTS"": 12, ""OBLIGATIONS"": 2, ""PLANT AND IMPROVEMENTS"": 1}",fuzzy,0.9333333333333332
2025,EDUCATION,James Madison University,HE Auxiliary Enterprises,Other Enterprise Functions,275698469.0,4703801.629999999,270994667.37,0.017061399169394732,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 405, ""SUPPLIES AND MATERIALS"": 216, ""PERSONAL SERVICES"": 159, ""EQUIPMENT"": 118, ""CONTINUOUS CHARGES"": 87, ""TRANSFER PAYMENTS"": 19, ""PROPERTY IMPROVEMENTS"": 4, ""OBLIGATIONS"": 4}",fuzzy,0.9333333333333332
2025,EDUCATION,James Madison University,HE Auxiliary Enterprises,Park/Transport Sys & Services,275698469.0,4933525.25,270764943.75,0.017894641446122794,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 149, ""PERSONAL SERVICES"": 96, ""SUPPLIES AND MATERIALS"": 94, ""CONTINUOUS CHARGES"": 60, ""EQUIPMENT"": 34, ""PROPERTY IMPROVEMENTS"": 6, ""OBLIGATIONS"": 2}",fuzzy,0.9333333333333332
2025,EDUCATION,James Madison University,HE Auxiliary Enterprises,Recreational & Intramural Pgms,275698469.0,10412914.27,265285554.73,0.037769213255950285,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 278, ""SUPPLIES AND MATERIALS"": 194, ""PERSONAL SERVICES"": 130, ""CONTINUOUS CHARGES"": 65, ""EQUIPMENT"": 43, ""PROPERTY IMPROVEMENTS"": 11, ""TRANSFER PAYMENTS"": 6, ""OBLIGATIONS"": 2}",fuzzy,0.9333333333333332
2025,EDUCATION,James Madison University,HE Auxiliary Enterprises,Residential Services,275698469.0,35653283.12,240045185.88,0.12931984442757277,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 231, ""SUPPLIES AND MATERIALS"": 211, ""PERSONAL SERVICES"": 113, ""CONTINUOUS CHARGES"": 82, ""EQUIPMENT"": 28, ""TRANSFER PAYMENTS"": 16, ""PROPERTY IMPROVEMENTS"": 10, ""OBLIGATIONS"": 5, ""PLANT AND IMPROVEMENTS"": 1}",fuzzy,0.9333333333333332
2025,EDUCATION,James Madison University,HE Auxiliary Enterprises,Student Health Services,275698469.0,3792323.1999999997,271906145.8,0.013755329196260425,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 187, ""PERSONAL SERVICES"": 108, ""SUPPLIES AND MATERIALS"": 102, ""EQUIPMENT"": 39, ""CONTINUOUS CHARGES"": 21, ""TRANSFER PAYMENTS"": 5, ""OBLIGATIONS"": 2}",fuzzy,0.9333333333333332
2025,EDUCATION,James Madison University,HE Auxiliary Enterprises,Student Unions & Recreatnl Fac,275698469.0,5922847.89,269775621.11,0.02148306412974676,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 224, ""SUPPLIES AND MATERIALS"": 148, ""PERSONAL SERVICES"": 111, ""CONTINUOUS CHARGES"": 74, ""EQUIPMENT"": 59, ""PROPERTY IMPROVEMENTS"": 16, ""TRANSFER PAYMENTS"": 16}",fuzzy,0.9333333333333332
2025,EDUCATION,James Madison University,HE Auxiliary Enterprises,Telecommunicatns Systems &Svcs,275698469.0,-113886.7299999999,275812355.73,-0.00041308437588748415,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 170, ""PERSONAL SERVICES"": 98, ""CONTINUOUS CHARGES"": 56, ""SUPPLIES AND MATERIALS"": 56, ""EQUIPMENT"": 40}",fuzzy,0.9333333333333332
2025,EDUCATION,James Madison University,HE Student Financial Assistnce,Fellowships,37678476.0,232514.0,37445962.0,0.006171003307033968,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""TRANSFER PAYMENTS"": 4}",fuzzy,0.9577464788732394
2025,EDUCATION,James Madison University,HE Student Financial Assistnce,Scholarships,37678476.0,19173823.64,18504652.36,0.5088800205188766,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""TRANSFER PAYMENTS"": 38, ""CONTRACTUAL SERVICES"": 2}",fuzzy,0.9577464788732394
2025,EDUCATION,James Madison University,Higher Ed Academic Support,Acad Adm/Persnnl/Crse/Curr Dev,55988950.0,10819570.4,45169379.6,0.19324474561498298,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 367, ""SUPPLIES AND MATERIALS"": 206, ""PERSONAL SERVICES"": 193, ""EQUIPMENT"": 125, ""CONTINUOUS CHARGES"": 38, ""TRANSFER PAYMENTS"": 33, ""PROPERTY IMPROVEMENTS"": 8, ""PLANT AND IMPROVEMENTS"": 1}",fuzzy,0.9387755102040817
